code_tokens,query_tokens
"[""def"", ""generate"", ""("", ""env"", "")"", "":"", ""gnulink"", ""."", ""generate"", ""("", ""env"", "")"", ""env"", ""["", ""]"", ""="", ""s"", ""cons"", ""."", ""util"", ""."", ""cl"", ""var"", ""("", "")"", ""env"", ""["", ""]"", ""="", ""shlib"", ""action"", ""env"", ""["", ""]"", ""="", ""ldmod"", ""action"", ""env"", ""."", ""append"", ""("", ""shlibemitter"", ""="", ""["", ""shlib"", ""emitter"", ""]"", "")"", ""env"", ""."", ""append"", ""("", ""ldmoduleemitter"", ""="", ""["", ""ldmod"", ""emitter"", ""]"", "")"", ""env"", ""["", ""]"", ""="", ""env"", ""["", ""]"", ""="", ""env"", ""["", ""]"", ""="", ""env"", ""["", ""]"", ""="", ""env"", ""["", ""]"", ""="", ""env"", ""["", ""]"", ""="", ""env"", ""["", ""]"", ""="", ""{"", "":"", ""versioned"", ""lib"", ""suffix"", "","", "":"", ""versioned"", ""lib"", ""suffix"", "","", "":"", ""versioned"", ""lib"", ""suffix"", "","", "":"", ""link"", ""."", ""versioned"", ""shlib"", ""name"", "","", "":"", ""link"", ""."", ""versioned"", ""ldmod"", ""name"", "","", "":"", ""lambda"", ""*"", ""args"", "":"", ""versioned"", ""implib"", ""name"", ""("", ""*"", ""args"", "","", ""libtype"", ""="", "")"", "","", "":"", ""lambda"", ""*"", ""args"", "":"", ""versioned"", ""implib"", ""name"", ""("", ""*"", ""args"", "","", ""libtype"", ""="", "")"", "","", "":"", ""lambda"", ""*"", ""args"", "":"", ""versioned"", ""implib"", ""symlinks"", ""("", ""*"", ""args"", "","", ""libtype"", ""="", "")"", "","", "":"", ""lambda"", ""*"", ""args"", "":"", ""versioned"", ""implib"", ""symlinks"", ""("", ""*"", ""args"", "","", ""libtype"", ""="", "")"", "","", ""}"", ""try"", "":"", ""del"", ""env"", ""["", ""]"", ""except"", ""key"", ""error"", "":"", ""pass"", ""try"", "":"", ""del"", ""env"", ""["", ""]"", ""except"", ""key"", ""error"", "":"", ""pass""]","[""add"", ""builders"", ""and"", ""construction"", ""variables"", ""for"", ""cyglink"", ""to"", ""an"", ""environment""]"
"[""def"", ""removeblanklines"", ""("", ""astr"", "")"", "":"", ""lines"", ""="", ""astr"", ""."", ""splitlines"", ""("", "")"", ""lines"", ""="", ""["", ""line"", ""for"", ""line"", ""in"", ""lines"", ""if"", ""line"", ""."", ""strip"", ""("", "")"", ""!"", ""="", ""<"", ""str"", "">"", ""]"", ""return"", ""<"", ""str"", "">"", ""."", ""join"", ""("", ""lines"", "")""]","[""remove"", ""the"", ""blank"", ""lines"", ""in"", ""astr""]"
"[""def"", ""user"", ""package"", ""filter"", ""("", ""config"", "","", ""message"", "","", ""fasnick"", ""="", ""none"", "","", ""*"", ""args"", "","", ""*"", ""*"", ""kw"", "")"", "":"", ""fasnick"", ""="", ""kw"", ""."", ""get"", ""("", "","", ""fasnick"", "")"", ""if"", ""fasnick"", "":"", ""msg"", ""packages"", ""="", ""fmn"", ""."", ""rules"", ""."", ""utils"", ""."", ""msg"", ""2"", ""packages"", ""("", ""message"", "","", ""*"", ""*"", ""config"", "")"", ""if"", ""not"", ""msg"", ""packages"", "":"", ""return"", ""false"", ""usr"", ""packages"", ""="", ""fmn"", ""."", ""rules"", ""."", ""utils"", ""."", ""get"", ""packages"", ""of"", ""user"", ""("", ""config"", "","", ""fasnick"", "","", ""all"", ""acls"", "")"", ""return"", ""usr"", ""packages"", ""."", ""intersection"", ""("", ""msg"", ""packages"", "")"", ""return"", ""false""]","[""a"", ""particular"", ""user"", ""s"", ""packages"", ""any"", ""acl"", ""this"", ""rule"", ""includes"", ""messages"", ""that"", ""relate"", ""to"", ""packages"", ""where"", ""the"", ""specified"", ""user"", ""has"", ""either"", ""commit"", ""ac"", ""ls"", ""or"", ""the"", ""watchcommits"", ""flag""]"
"[""def"", ""plot"", ""perf"", ""stats"", ""("", ""returns"", "","", ""factor"", ""returns"", "","", ""ax"", ""="", ""none"", "")"", "":"", ""if"", ""ax"", ""is"", ""none"", "":"", ""ax"", ""="", ""plt"", ""."", ""gca"", ""("", "")"", ""bootstrap"", ""values"", ""="", ""timeseries"", ""."", ""perf"", ""stats"", ""bootstrap"", ""("", ""returns"", "","", ""factor"", ""returns"", "","", ""return"", ""stats"", ""="", ""false"", "")"", ""bootstrap"", ""values"", ""="", ""bootstrap"", ""values"", ""."", ""drop"", ""("", "","", ""axis"", ""="", "")"", ""sns"", ""."", ""boxplot"", ""("", ""data"", ""="", ""bootstrap"", ""values"", "","", ""orient"", ""="", "","", ""ax"", ""="", ""ax"", "")"", ""return"", ""ax""]","[""create"", ""box"", ""plot"", ""of"", ""some"", ""performance"", ""metrics"", ""of"", ""the"", ""strategy"", ""the"", ""width"", ""of"", ""the"", ""box"", ""whiskers"", ""is"", ""determined"", ""by"", ""a"", ""bootstrap"", ""parameters"", ""returns"", ""pd"", ""series"", ""daily"", ""returns"", ""of"", ""the"", ""strategy"", ""noncumulative"", ""see"", ""full"", ""explanation"", ""in"", ""tears"", ""create"", ""full"", ""tear"", ""sheet"", ""factor"", ""returns"", ""pd"", ""series"", ""daily"", ""noncumulative"", ""returns"", ""of"", ""the"", ""benchmark"", ""factor"", ""to"", ""which"", ""betas"", ""are"", ""computed"", ""usually"", ""a"", ""benchmark"", ""such"", ""as"", ""market"", ""returns"", ""this"", ""is"", ""in"", ""the"", ""same"", ""style"", ""as"", ""returns"", ""ax"", ""matplotlib"", ""axes"", ""optional"", ""axes"", ""upon"", ""which"", ""to"", ""plot"", ""returns"", ""ax"", ""matplotlib"", ""axes"", ""the"", ""axes"", ""that"", ""were"", ""plotted"", ""on""]"
"[""def"", ""is"", ""one"", ""of"", ""("", ""obj"", "","", ""types"", "")"", "":"", ""for"", ""type"", ""in"", ""types"", "":"", ""if"", ""isinstance"", ""("", ""obj"", "","", ""type"", "")"", "":"", ""return"", ""true"", ""return"", ""false""]","[""return"", ""true"", ""iff"", ""obj"", ""is"", ""an"", ""instance"", ""of"", ""one"", ""of"", ""the"", ""types""]"
"[""def"", ""dump"", ""conf"", ""("", ""self"", "","", ""config"", ""pathname"", ""="", ""none"", "")"", "":"", ""if"", ""not"", ""config"", ""pathname"", "":"", ""config"", ""pathname"", ""="", ""self"", ""."", ""get"", ""option"", ""("", "")"", ""."", ""value"", ""opener"", ""="", ""functools"", ""."", ""partial"", ""("", ""open"", "","", ""config"", ""pathname"", "","", "")"", ""config"", ""file"", ""type"", ""="", ""os"", ""."", ""path"", ""."", ""splitext"", ""("", ""config"", ""pathname"", "")"", ""["", ""<"", ""num"", "">"", ""]"", ""["", ""<"", ""num"", "">"", "":"", ""]"", ""skip"", ""keys"", ""="", ""["", ""k"", ""for"", ""("", ""k"", "","", ""v"", "")"", ""in"", ""six"", ""."", ""iteritems"", ""("", ""self"", ""."", ""option"", ""definitions"", "")"", ""if"", ""isinstance"", ""("", ""v"", "","", ""option"", "")"", ""and"", ""v"", ""."", ""exclude"", ""from"", ""dump"", ""conf"", ""]"", ""self"", ""."", ""write"", ""conf"", ""("", ""config"", ""file"", ""type"", "","", ""opener"", "","", ""skip"", ""keys"", ""="", ""skip"", ""keys"", "")""]","[""write"", ""a"", ""config"", ""file"", ""to"", ""the"", ""pathname"", ""specified"", ""in"", ""the"", ""parameter"", ""the"", ""file"", ""extention"", ""determines"", ""the"", ""type"", ""of"", ""file"", ""written"", ""and"", ""must"", ""match"", ""a"", ""registered"", ""type"", ""parameters"", ""config"", ""pathname"", ""the"", ""full"", ""path"", ""and"", ""filename"", ""of"", ""the"", ""target"", ""config"", ""file""]"
"[""def"", ""message"", ""("", ""self"", "","", ""executor"", ""id"", "","", ""slave"", ""id"", "","", ""message"", "")"", "":"", ""logging"", ""."", ""info"", ""("", ""."", ""format"", ""("", ""message"", "","", ""executor"", ""id"", "","", ""slave"", ""id"", "")"", "")"", ""return"", ""self"", ""."", ""driver"", ""."", ""send"", ""framework"", ""message"", ""("", ""encode"", ""("", ""executor"", ""id"", "")"", "","", ""encode"", ""("", ""slave"", ""id"", "")"", "","", ""message"", "")""]","[""sends"", ""a"", ""message"", ""from"", ""the"", ""framework"", ""to"", ""one"", ""of"", ""its"", ""executors"", ""these"", ""messages"", ""are"", ""best"", ""effort"", ""do"", ""not"", ""expect"", ""a"", ""framework"", ""message"", ""to"", ""be"", ""retransmitted"", ""in"", ""any"", ""reliable"", ""fashion""]"
"[""def"", ""get"", ""vartype"", ""("", ""data"", "")"", "":"", ""if"", ""data"", ""."", ""name"", ""is"", ""not"", ""none"", ""and"", ""data"", ""."", ""name"", ""in"", ""memo"", "":"", ""return"", ""memo"", ""["", ""data"", ""."", ""name"", ""]"", ""vartype"", ""="", ""none"", ""try"", "":"", ""distinct"", ""count"", ""="", ""get"", ""groupby"", ""statistic"", ""("", ""data"", "")"", ""["", ""<"", ""num"", "">"", ""]"", ""leng"", ""="", ""len"", ""("", ""data"", "")"", ""if"", ""distinct"", ""count"", ""<"", ""="", ""<"", ""num"", "">"", "":"", ""vartype"", ""="", ""s"", ""type"", ""const"", ""elif"", ""pd"", ""."", ""api"", ""."", ""types"", ""."", ""is"", ""bool"", ""dtype"", ""("", ""data"", "")"", ""or"", ""("", ""distinct"", ""count"", ""="", ""="", ""<"", ""num"", "">"", ""and"", ""pd"", ""."", ""api"", ""."", ""types"", ""."", ""is"", ""numeric"", ""dtype"", ""("", ""data"", "")"", "")"", "":"", ""vartype"", ""="", ""type"", ""bool"", ""elif"", ""pd"", ""."", ""api"", ""."", ""types"", ""."", ""is"", ""numeric"", ""dtype"", ""("", ""data"", "")"", "":"", ""vartype"", ""="", ""type"", ""num"", ""elif"", ""pd"", ""."", ""api"", ""."", ""types"", ""."", ""is"", ""datetime"", ""64"", ""dtype"", ""("", ""data"", "")"", "":"", ""vartype"", ""="", ""type"", ""date"", ""elif"", ""distinct"", ""count"", ""="", ""="", ""leng"", "":"", ""vartype"", ""="", ""s"", ""type"", ""unique"", ""else"", "":"", ""vartype"", ""="", ""type"", ""cat"", ""except"", "":"", ""vartype"", ""="", ""s"", ""type"", ""unsupported"", ""if"", ""data"", ""."", ""name"", ""is"", ""not"", ""none"", "":"", ""memo"", ""["", ""data"", ""."", ""name"", ""]"", ""="", ""vartype"", ""return"", ""vartype""]","[""infer"", ""the"", ""type"", ""of"", ""a"", ""variable"", ""technically"", ""a"", ""series"", ""the"", ""types"", ""supported"", ""are"", ""split"", ""in"", ""standard"", ""types"", ""and"", ""special"", ""types"", ""standard"", ""types"", ""categorical"", ""str"", ""the"", ""default"", ""type"", ""if"", ""no"", ""other"", ""one"", ""can"", ""be"", ""determined"", ""numerical"", ""str"", ""if"", ""it"", ""contains"", ""numbers"", ""boolean"", ""str"", ""at"", ""this"", ""time"", ""only"", ""detected"", ""if"", ""it"", ""contains"", ""boolean"", ""values"", ""see"", ""todo"", ""date"", ""str"", ""if"", ""it"", ""contains"", ""datetime"", ""special"", ""types"", ""constant"", ""str"", ""if"", ""all"", ""values"", ""in"", ""the"", ""variable"", ""are"", ""equal"", ""unique"", ""str"", ""if"", ""all"", ""values"", ""in"", ""the"", ""variable"", ""are"", ""different"", ""unsupported"", ""str"", ""if"", ""the"", ""variable"", ""is"", ""unsupported"", ""the"", ""result"", ""is"", ""cached"", ""by"", ""column"", ""name"", ""in"", ""a"", ""global"", ""variable"", ""to"", ""avoid"", ""recomputing"", ""parameters"", ""data"", ""series"", ""the"", ""data"", ""type"", ""of"", ""the"", ""series"", ""returns"", ""str"", ""the"", ""data"", ""type"", ""of"", ""the"", ""series"", ""notes"", ""should"", ""improve"", ""verification"", ""when"", ""a"", ""categorical"", ""or"", ""numeric"", ""field"", ""has"", ""num"", ""values"", ""it"", ""could"", ""be"", ""a"", ""categorical"", ""field"", ""or"", ""just"", ""a"", ""boolean"", ""with"", ""na"", ""n"", ""values"", ""num"", ""numeric"", ""with"", ""low"", ""distinct"", ""count"", ""should"", ""be"", ""treated"", ""as"", ""str""]"
"[""def"", ""format"", ""file"", ""params"", ""("", ""files"", "")"", "":"", ""files"", ""payload"", ""="", ""{"", ""}"", ""if"", ""files"", "":"", ""for"", ""idx"", "","", ""filename"", ""in"", ""enumerate"", ""("", ""files"", "")"", "":"", ""files"", ""payload"", ""["", ""<"", ""str"", "">"", ""+"", ""str"", ""("", ""idx"", "")"", ""+"", ""<"", ""str"", "">"", ""]"", ""="", ""open"", ""("", ""filename"", "","", "")"", ""return"", ""files"", ""payload""]","[""utility"", ""method"", ""for"", ""formatting"", ""file"", ""parameters"", ""for"", ""transmission""]"
"[""def"", ""get"", ""network"", ""instances"", ""("", ""self"", "","", ""name"", ""="", ""<"", ""str"", "">"", "")"", "":"", ""command"", ""="", ""<"", ""str"", "">"", ""vrf"", ""table"", ""raw"", ""="", ""self"", ""."", ""get"", ""command"", ""table"", ""("", ""command"", "","", ""<"", ""str"", "">"", "","", ""<"", ""str"", "">"", "")"", ""command"", ""="", ""<"", ""str"", "">"", ""intf"", ""table"", ""raw"", ""="", ""self"", ""."", ""get"", ""command"", ""table"", ""("", ""command"", "","", ""<"", ""str"", "">"", "","", ""<"", ""str"", "">"", "")"", ""vrf"", ""intfs"", ""="", ""defaultdict"", ""("", ""list"", "")"", ""for"", ""intf"", ""in"", ""intf"", ""table"", ""raw"", "":"", ""vrf"", ""intfs"", ""["", ""intf"", ""["", ""<"", ""str"", "">"", ""]"", ""]"", ""."", ""append"", ""("", ""py"", ""23"", ""compat"", ""."", ""text"", ""type"", ""("", ""intf"", ""["", ""<"", ""str"", "">"", ""]"", "")"", "")"", ""vrfs"", ""="", ""{"", ""}"", ""for"", ""vrf"", ""in"", ""vrf"", ""table"", ""raw"", "":"", ""vrf"", ""name"", ""="", ""py"", ""23"", ""compat"", ""."", ""text"", ""type"", ""("", ""vrf"", ""."", ""get"", ""("", ""<"", ""str"", "">"", "")"", "")"", ""vrfs"", ""["", ""vrf"", ""name"", ""]"", ""="", ""{"", ""}"", ""vrfs"", ""["", ""vrf"", ""name"", ""]"", ""["", ""<"", ""str"", "">"", ""]"", ""="", ""vrf"", ""name"", ""if"", ""vrf"", ""name"", ""="", ""="", ""<"", ""str"", "">"", "":"", ""vrfs"", ""["", ""vrf"", ""name"", ""]"", ""["", ""<"", ""str"", "">"", ""]"", ""="", ""<"", ""str"", "">"", ""else"", "":"", ""vrfs"", ""["", ""vrf"", ""name"", ""]"", ""["", ""<"", ""str"", "">"", ""]"", ""="", ""<"", ""str"", "">"", ""vrfs"", ""["", ""vrf"", ""name"", ""]"", ""["", ""<"", ""str"", "">"", ""]"", ""="", ""{"", ""<"", ""str"", "">"", "":"", ""py"", ""23"", ""compat"", ""."", ""text"", ""type"", ""("", ""vrf"", ""."", ""get"", ""("", ""<"", ""str"", "">"", "")"", "")"", ""}"", ""vrfs"", ""["", ""vrf"", ""name"", ""]"", ""["", ""<"", ""str"", "">"", ""]"", ""="", ""{"", ""}"", ""vrfs"", ""["", ""vrf"", ""name"", ""]"", ""["", ""<"", ""str"", "">"", ""]"", ""["", ""<"", ""str"", "">"", ""]"", ""="", ""dict"", ""."", ""fromkeys"", ""("", ""vrf"", ""intfs"", ""["", ""vrf"", ""name"", ""]"", "","", ""{"", ""}"", "")"", ""if"", ""name"", "":"", ""if"", ""name"", ""in"", ""vrfs"", ""."", ""keys"", ""("", "")"", "":"", ""return"", ""{"", ""py"", ""23"", ""compat"", ""."", ""text"", ""type"", ""("", ""name"", "")"", "":"", ""vrfs"", ""["", ""name"", ""]"", ""}"", ""else"", "":"", ""return"", ""{"", ""}"", ""else"", "":"", ""return"", ""vrfs""]","[""get"", ""network"", ""instances"", ""implementation"", ""for"", ""nx"", ""os""]"
"[""def"", ""get"", ""queryset"", ""("", ""self"", "","", ""request"", "")"", "":"", ""if"", ""request"", ""."", ""get"", ""."", ""get"", ""("", ""show"", ""history"", ""filter"", ""."", ""parameter"", ""name"", "")"", ""="", ""="", "":"", ""queryset"", ""="", ""self"", ""."", ""model"", ""."", ""objects"", ""."", ""with"", ""active"", ""flag"", ""("", "")"", ""else"", "":"", ""queryset"", ""="", ""self"", ""."", ""model"", ""."", ""objects"", ""."", ""current"", ""set"", ""("", "")"", ""ordering"", ""="", ""self"", ""."", ""get"", ""ordering"", ""("", ""request"", "")"", ""if"", ""ordering"", "":"", ""return"", ""queryset"", ""."", ""order"", ""by"", ""("", ""*"", ""ordering"", "")"", ""return"", ""queryset""]","[""annote"", ""the"", ""queryset"", ""with"", ""an"", ""str"", ""property"", ""that"", ""s"", ""true"", ""iff"", ""that"", ""row"", ""is"", ""the"", ""most"", ""recently"", ""added"", ""row"", ""for"", ""that"", ""particular"", ""set"", ""of"", ""key"", ""fields"", ""values"", ""filter"", ""the"", ""queryset"", ""to"", ""show"", ""only"", ""is"", ""active"", ""rows"", ""by"", ""default""]"
"[""def"", ""register"", ""env"", ""("", ""name"", "","", ""env"", ""creator"", "")"", "":"", ""if"", ""not"", ""isinstance"", ""("", ""env"", ""creator"", "","", ""function"", ""type"", "")"", "":"", ""raise"", ""type"", ""error"", ""("", ""<"", ""str"", "">"", "","", ""env"", ""creator"", "")"", ""global"", ""registry"", ""."", ""register"", ""("", ""env"", ""creator"", "","", ""name"", "","", ""env"", ""creator"", "")""]","[""register"", ""a"", ""custom"", ""environment"", ""for"", ""use"", ""with"", ""r"", ""llib"", ""args"", ""name"", ""str"", ""name"", ""to"", ""register"", ""env"", ""creator"", ""obj"", ""function"", ""that"", ""creates"", ""an"", ""env""]"
"[""def"", ""remove"", ""forwarding"", ""rules"", ""("", ""self"", "","", ""forwarding"", ""rules"", "")"", "":"", ""rules"", ""dict"", ""="", ""["", ""rule"", ""."", ""dict"", ""for"", ""rule"", ""in"", ""forwarding"", ""rules"", ""]"", ""return"", ""self"", ""."", ""get"", ""data"", ""("", ""<"", ""str"", "">"", ""%"", ""self"", ""."", ""id"", "","", ""type"", ""="", ""delete"", "","", ""params"", ""="", ""{"", ""<"", ""str"", "">"", "":"", ""rules"", ""dict"", ""}"", "")""]","[""removes"", ""existing"", ""forwarding"", ""rules"", ""from"", ""a"", ""load"", ""balancer"", ""args"", ""forwarding"", ""rules"", ""obj"", ""str"", ""a"", ""list"", ""of"", ""str"", ""objects""]"
"[""def"", ""excel"", ""to"", ""bytes"", ""("", ""wb"", "":"", ""workbook"", "")"", ""-"", "">"", ""bytes"", "":"", ""memfile"", ""="", ""io"", ""."", ""bytes"", ""io"", ""("", "")"", ""wb"", ""."", ""save"", ""("", ""memfile"", "")"", ""return"", ""memfile"", ""."", ""getvalue"", ""("", "")""]","[""obtain"", ""a"", ""binary"", ""version"", ""of"", ""an"", ""class"", ""str"", ""representation"", ""of"", ""an"", ""excel"", ""file""]"
"[""def"", ""on"", ""report"", ""("", ""loop"", "","", ""adapter"", "","", ""conn"", ""id"", "","", ""report"", "")"", "":"", ""conn"", ""string"", ""="", ""none"", ""if"", ""conn"", ""id"", ""is"", ""not"", ""none"", "":"", ""conn"", ""string"", ""="", ""adapter"", ""."", ""get"", ""property"", ""("", ""conn"", ""id"", "","", "")"", ""if"", ""isinstance"", ""("", ""report"", "","", ""broadcast"", ""report"", "")"", "":"", ""adapter"", ""."", ""notify"", ""event"", ""nowait"", ""("", ""conn"", ""string"", "","", "","", ""report"", "")"", ""elif"", ""conn"", ""string"", ""is"", ""not"", ""none"", "":"", ""adapter"", ""."", ""notify"", ""event"", ""nowait"", ""("", ""conn"", ""string"", "","", "","", ""report"", "")"", ""else"", "":"", ""adapter"", ""."", ""logger"", ""."", ""debug"", ""("", ""<"", ""str"", "">"", "","", ""conn"", ""id"", "")""]","[""callback"", ""when"", ""a"", ""report"", ""is"", ""received""]"
"[""def"", ""create"", ""profiles"", ""("", ""self"", "","", ""prefix"", "","", ""weeks"", "","", ""ip"", ""user"", ""="", ""false"", "")"", "":"", ""record"", ""counter"", ""="", ""{"", ""}"", ""for"", ""year"", "","", ""week"", ""in"", ""weeks"", "":"", ""file"", ""="", ""self"", ""."", ""storage"", ""."", ""get"", ""("", ""prefix"", "","", ""year"", "","", ""week"", "")"", ""self"", ""."", ""count"", ""records"", ""("", ""record"", ""counter"", "","", ""file"", "")"", ""print"", ""("", ""<"", ""str"", "">"", ""."", ""format"", ""("", ""self"", ""."", ""stat"", "")"", "")"", ""records"", ""valid"", ""="", ""self"", ""."", ""filter"", ""counter"", ""("", ""record"", ""counter"", "")"", ""profiles"", ""="", ""defaultdict"", ""("", ""list"", "")"", ""for"", ""year"", "","", ""week"", ""in"", ""weeks"", "":"", ""file"", ""="", ""self"", ""."", ""storage"", ""."", ""get"", ""("", ""prefix"", "","", ""year"", "","", ""week"", "")"", ""self"", ""."", ""create"", ""user"", ""profiles"", ""("", ""profiles"", "","", ""file"", "","", ""records"", ""valid"", "","", ""ip"", ""user"", "","", ""year"", "","", ""week"", "")"", ""return"", ""profiles""]","[""create"", ""the"", ""user"", ""profiles"", ""for"", ""the"", ""given"", ""weeks""]"
"[""def"", ""index"", ""modules"", ""("", ""idx"", ""="", ""none"", "","", ""path"", ""="", ""none"", "")"", "":"", ""suppress"", ""output"", ""("", "")"", ""modules"", ""="", ""defaultdict"", ""("", ""list"", "")"", ""pkglist"", ""="", ""pkgutil"", ""."", ""walk"", ""packages"", ""("", ""onerror"", ""="", ""lambda"", ""x"", "":"", ""true"", "")"", ""print"", ""("", ""pkglist"", "")"", ""if"", ""path"", "":"", ""pkglist"", ""="", ""pkgutil"", ""."", ""walk"", ""packages"", ""("", ""path"", "","", ""onerror"", ""="", ""lambda"", ""x"", "":"", ""true"", "")"", ""for"", ""modl"", "","", ""name"", "","", ""ispkg"", ""in"", ""pkglist"", "":"", ""try"", "":"", ""path"", ""="", ""os"", ""."", ""path"", ""."", ""join"", ""("", ""modl"", ""."", ""path"", "","", ""name"", ""."", ""split"", ""("", "")"", ""["", ""-"", ""<"", ""num"", "">"", ""]"", "")"", ""except"", ""attribute"", ""error"", "":"", ""continue"", ""if"", ""os"", ""."", ""path"", ""."", ""isdir"", ""("", ""path"", "")"", "":"", ""path"", ""="", ""os"", ""."", ""path"", ""."", ""join"", ""("", ""path"", "","", "")"", ""path"", ""+"", ""="", ""objs"", ""="", ""["", ""]"", ""if"", ""os"", ""."", ""path"", ""."", ""exists"", ""("", ""path"", "")"", "":"", ""try"", "":"", ""objs"", ""="", ""read"", ""objs"", ""from"", ""path"", ""("", ""path"", "")"", ""except"", "":"", ""continue"", ""elif"", ""not"", ""re"", ""."", ""search"", ""("", ""module"", ""blacklist"", "","", ""name"", "")"", "":"", ""try"", "":"", ""mod"", ""="", ""import"", ""("", ""name"", "")"", ""objs"", ""="", ""["", ""k"", ""for"", ""k"", ""in"", ""dir"", ""("", ""mod"", "")"", ""if"", ""not"", ""k"", ""."", ""startswith"", ""("", "")"", ""]"", ""except"", "":"", ""continue"", ""else"", "":"", ""continue"", ""for"", ""obj"", ""in"", ""objs"", "":"", ""if"", ""name"", ""not"", ""in"", ""modules"", ""["", ""obj"", ""]"", "":"", ""modules"", ""["", ""obj"", ""]"", ""."", ""append"", ""("", ""name"", "")"", ""suppress"", ""output"", ""("", ""true"", "")"", ""return"", ""merge"", ""dicts"", ""("", ""idx"", "","", ""dict"", ""("", ""modules"", "")"", "")""]","[""indexes"", ""objs"", ""from"", ""all"", ""modules""]"
"[""def"", ""get"", ""for"", ""("", ""self"", "","", ""query"", ""type"", "","", ""value"", "")"", "":"", ""from"", ""yacms"", ""."", ""twitter"", ""."", ""models"", ""import"", ""query"", ""lookup"", ""="", ""{"", ""<"", ""str"", "">"", "":"", ""query"", ""type"", "","", ""<"", ""str"", "">"", "":"", ""value"", ""}"", ""query"", "","", ""created"", ""="", ""query"", ""."", ""objects"", ""."", ""get"", ""or"", ""create"", ""("", ""*"", ""*"", ""lookup"", "")"", ""if"", ""created"", "":"", ""query"", ""."", ""run"", ""("", "")"", ""elif"", ""not"", ""query"", ""."", ""interested"", "":"", ""query"", ""."", ""interested"", ""="", ""true"", ""query"", ""."", ""save"", ""("", "")"", ""return"", ""query"", ""."", ""tweets"", ""."", ""all"", ""("", "")""]","[""create"", ""a"", ""query"", ""and"", ""run"", ""it"", ""for"", ""the"", ""given"", ""arg"", ""if"", ""it"", ""doesn"", ""t"", ""exist"", ""and"", ""return"", ""the"", ""tweets"", ""for"", ""the"", ""query""]"
"[""def"", ""imread"", ""("", ""img"", "","", ""color"", ""="", ""none"", "","", ""dtype"", ""="", ""none"", "")"", "":"", ""no"", ""uintfloat"", ""color"", ""2"", ""cv"", ""="", ""{"", "":"", ""cv"", ""2"", ""."", ""imread"", ""grayscale"", "","", "":"", ""cv"", ""2"", ""."", ""imread"", ""color"", "","", ""none"", "":"", ""cv"", ""2"", ""."", ""imread"", ""anycolor"", ""}"", ""c"", ""="", ""color"", ""2"", ""cv"", ""["", ""color"", ""]"", ""if"", ""callable"", ""("", ""img"", "")"", "":"", ""img"", ""="", ""img"", ""("", "")"", ""elif"", ""isinstance"", ""("", ""img"", "","", ""string"", ""types"", "")"", "":"", ""if"", ""dtype"", ""in"", ""("", ""none"", "","", ""<"", ""str"", "">"", "")"", ""or"", ""np"", ""."", ""dtype"", ""("", ""dtype"", "")"", ""!"", ""="", ""np"", ""."", ""uint"", ""8"", "":"", ""c"", ""|"", ""="", ""cv"", ""2"", ""."", ""imread"", ""anydepth"", ""img"", ""2"", ""="", ""cv"", ""2"", ""."", ""imread"", ""("", ""img"", "","", ""c"", "")"", ""if"", ""img"", ""2"", ""is"", ""none"", "":"", ""raise"", ""io"", ""error"", ""("", ""<"", ""str"", "">"", ""%"", ""img"", "")"", ""img"", ""="", ""img"", ""2"", ""elif"", ""color"", ""="", ""="", ""and"", ""img"", ""."", ""ndim"", ""="", ""="", ""<"", ""num"", "">"", "":"", ""img"", ""="", ""to"", ""gray"", ""("", ""img"", "")"", ""if"", ""dtype"", ""is"", ""not"", ""none"", "":"", ""if"", ""isinstance"", ""("", ""img"", "","", ""np"", ""."", ""ndarray"", "")"", "":"", ""img"", ""="", ""change"", ""array"", ""d"", ""type"", ""("", ""img"", "","", ""dtype"", "","", ""cut"", ""high"", ""="", ""false"", "")"", ""return"", ""img""]","[""dtype"", ""str"", ""uint"", ""8"", ""float"", ""str""]"
"[""def"", ""walk"", ""skip"", ""hidden"", ""("", ""top"", "","", ""onerror"", ""="", ""none"", "","", ""followlinks"", ""="", ""false"", "")"", "":"", ""for"", ""root"", "","", ""dirs"", "","", ""files"", ""in"", ""os"", ""."", ""walk"", ""("", ""top"", "","", ""topdown"", ""="", ""true"", "","", ""onerror"", ""="", ""onerror"", "","", ""followlinks"", ""="", ""followlinks"", "")"", "":"", ""dirs"", ""["", "":"", ""]"", ""="", ""["", ""d"", ""for"", ""d"", ""in"", ""dirs"", ""if"", ""not"", ""is"", ""path"", ""hidden"", ""("", ""d"", "")"", ""]"", ""files"", ""["", "":"", ""]"", ""="", ""["", ""f"", ""for"", ""f"", ""in"", ""files"", ""if"", ""not"", ""is"", ""path"", ""hidden"", ""("", ""f"", "")"", ""]"", ""yield"", ""root"", "","", ""dirs"", "","", ""files""]","[""a"", ""wrapper"", ""for"", ""str"", ""that"", ""skips"", ""hidden"", ""files"", ""and"", ""directories"", ""this"", ""function"", ""does"", ""not"", ""have"", ""the"", ""parameter"", ""str"", ""from"", ""str"", ""the"", ""directories"", ""must"", ""always"", ""be"", ""recursed"", ""top"", ""down"", ""when"", ""using"", ""this"", ""function"", ""see"", ""also"", ""os"", ""walk"", ""for"", ""a"", ""description"", ""of"", ""the"", ""parameters""]"
