code_id,code,code_tokens
209,"def action_display(self):
        
        action = self[]
        annotations = []
        abbr = self.bill[settings.LEVEL_FIELD]
        if  in self:
            for entity in self[]:
                name = entity[]
                _id = entity[]

                
        return action","[""def"", ""action"", ""display"", ""("", ""self"", "")"", "":"", ""action"", ""="", ""self"", ""["", ""]"", ""annotations"", ""="", ""["", ""]"", ""abbr"", ""="", ""self"", ""."", ""bill"", ""["", ""settings"", ""."", ""level"", ""field"", ""]"", ""if"", ""in"", ""self"", "":"", ""for"", ""entity"", ""in"", ""self"", ""["", ""]"", "":"", ""name"", ""="", ""entity"", ""["", ""]"", ""id"", ""="", ""entity"", ""["", ""]"", ""return"", ""action""]"
210,"def is_regex(string):
    
    is_regex = False
    regex_chars = [, , , , ]
    for c in regex_chars:
        if string.find(c) > -1:
            return is_valid_regex(string)
    return is_regex","[""def"", ""is"", ""regex"", ""("", ""string"", "")"", "":"", ""is"", ""regex"", ""="", ""false"", ""regex"", ""chars"", ""="", ""["", "","", "","", "","", "","", ""]"", ""for"", ""c"", ""in"", ""regex"", ""chars"", "":"", ""if"", ""string"", ""."", ""find"", ""("", ""c"", "")"", "">"", ""-"", ""<"", ""num"", "">"", "":"", ""return"", ""is"", ""valid"", ""regex"", ""("", ""string"", "")"", ""return"", ""is"", ""regex""]"
211,"def fromPy(cls, val, typeObj, vldMask=None):
        
        assert isinstance(typeObj, Integer)
        vld = int(val is not None)
        if not vld:
            assert vldMask is None or vldMask == 0
            val = 0
        else:
            if vldMask == 0:
                val = False
                vld = 0
            else:
                val = int(val)

        return cls(val, typeObj, vld)","[""def"", ""from"", ""py"", ""("", ""cls"", "","", ""val"", "","", ""type"", ""obj"", "","", ""vld"", ""mask"", ""="", ""none"", "")"", "":"", ""assert"", ""isinstance"", ""("", ""type"", ""obj"", "","", ""integer"", "")"", ""vld"", ""="", ""int"", ""("", ""val"", ""is"", ""not"", ""none"", "")"", ""if"", ""not"", ""vld"", "":"", ""assert"", ""vld"", ""mask"", ""is"", ""none"", ""or"", ""vld"", ""mask"", ""="", ""="", ""<"", ""num"", "">"", ""val"", ""="", ""<"", ""num"", "">"", ""else"", "":"", ""if"", ""vld"", ""mask"", ""="", ""="", ""<"", ""num"", "">"", "":"", ""val"", ""="", ""false"", ""vld"", ""="", ""<"", ""num"", "">"", ""else"", "":"", ""val"", ""="", ""int"", ""("", ""val"", "")"", ""return"", ""cls"", ""("", ""val"", "","", ""type"", ""obj"", "","", ""vld"", "")""]"
212,"def get_feature(self, feature=None, **kwargs):
        
        if feature is not None:
            kwargs[] = feature
        kwargs[] = 
        return self.filter(**kwargs)","[""def"", ""get"", ""feature"", ""("", ""self"", "","", ""feature"", ""="", ""none"", "","", ""*"", ""*"", ""kwargs"", "")"", "":"", ""if"", ""feature"", ""is"", ""not"", ""none"", "":"", ""kwargs"", ""["", ""]"", ""="", ""feature"", ""kwargs"", ""["", ""]"", ""="", ""return"", ""self"", ""."", ""filter"", ""("", ""*"", ""*"", ""kwargs"", "")""]"
213,"def combine(self):
        
        self.pair, setup = self.combining_setup()
        self.cube(setup)
        actual = self.combining_search()
        self.cube(actual)
        return setup + actual","[""def"", ""combine"", ""("", ""self"", "")"", "":"", ""self"", ""."", ""pair"", "","", ""setup"", ""="", ""self"", ""."", ""combining"", ""setup"", ""("", "")"", ""self"", ""."", ""cube"", ""("", ""setup"", "")"", ""actual"", ""="", ""self"", ""."", ""combining"", ""search"", ""("", "")"", ""self"", ""."", ""cube"", ""("", ""actual"", "")"", ""return"", ""setup"", ""+"", ""actual""]"
214,"def local_lambda_runner(self):
        

        layer_downloader = LayerDownloader(self._layer_cache_basedir, self.get_cwd())
        image_builder = LambdaImage(layer_downloader,
                                    self._skip_pull_image,
                                    self._force_image_build)

        lambda_runtime = LambdaRuntime(self._container_manager, image_builder)
        return LocalLambdaRunner(local_runtime=lambda_runtime,
                                 function_provider=self._function_provider,
                                 cwd=self.get_cwd(),
                                 env_vars_values=self._env_vars_value,
                                 debug_context=self._debug_context)","[""def"", ""local"", ""lambda"", ""runner"", ""("", ""self"", "")"", "":"", ""layer"", ""downloader"", ""="", ""layer"", ""downloader"", ""("", ""self"", ""."", ""layer"", ""cache"", ""basedir"", "","", ""self"", ""."", ""get"", ""cwd"", ""("", "")"", "")"", ""image"", ""builder"", ""="", ""lambda"", ""image"", ""("", ""layer"", ""downloader"", "","", ""self"", ""."", ""skip"", ""pull"", ""image"", "","", ""self"", ""."", ""force"", ""image"", ""build"", "")"", ""lambda"", ""runtime"", ""="", ""lambda"", ""runtime"", ""("", ""self"", ""."", ""container"", ""manager"", "","", ""image"", ""builder"", "")"", ""return"", ""local"", ""lambda"", ""runner"", ""("", ""local"", ""runtime"", ""="", ""lambda"", ""runtime"", "","", ""function"", ""provider"", ""="", ""self"", ""."", ""function"", ""provider"", "","", ""cwd"", ""="", ""self"", ""."", ""get"", ""cwd"", ""("", "")"", "","", ""env"", ""vars"", ""values"", ""="", ""self"", ""."", ""env"", ""vars"", ""value"", "","", ""debug"", ""context"", ""="", ""self"", ""."", ""debug"", ""context"", "")""]"
215,"def visit_import(self, node):
        
        for module, as_name in node.names:
            if module in self._logging_modules:
                self._logging_names.add(as_name or module)","[""def"", ""visit"", ""import"", ""("", ""self"", "","", ""node"", "")"", "":"", ""for"", ""module"", "","", ""as"", ""name"", ""in"", ""node"", ""."", ""names"", "":"", ""if"", ""module"", ""in"", ""self"", ""."", ""logging"", ""modules"", "":"", ""self"", ""."", ""logging"", ""names"", ""."", ""add"", ""("", ""as"", ""name"", ""or"", ""module"", "")""]"
216,"def split(sql, encoding=None):
    
    stack = engine.FilterStack()
    return [text_type(stmt).strip() for stmt in stack.run(sql, encoding)]","[""def"", ""split"", ""("", ""sql"", "","", ""encoding"", ""="", ""none"", "")"", "":"", ""stack"", ""="", ""engine"", ""."", ""filter"", ""stack"", ""("", "")"", ""return"", ""["", ""text"", ""type"", ""("", ""stmt"", "")"", ""."", ""strip"", ""("", "")"", ""for"", ""stmt"", ""in"", ""stack"", ""."", ""run"", ""("", ""sql"", "","", ""encoding"", "")"", ""]""]"
217,"def teardown_websocket(self, func: Callable) -> Callable:
        
        self.record_once(lambda state: state.app.teardown_websocket(func, self.name))
        return func","[""def"", ""teardown"", ""websocket"", ""("", ""self"", "","", ""func"", "":"", ""callable"", "")"", ""-"", "">"", ""callable"", "":"", ""self"", ""."", ""record"", ""once"", ""("", ""lambda"", ""state"", "":"", ""state"", ""."", ""app"", ""."", ""teardown"", ""websocket"", ""("", ""func"", "","", ""self"", ""."", ""name"", "")"", "")"", ""return"", ""func""]"
218,"def generate_calculus_integrate_sample(vlist, ops, min_depth, max_depth,
                                       functions):
  
  var_index = random.randrange(len(vlist))
  var = vlist[var_index]
  consts = vlist[:var_index] + vlist[var_index + 1:]

  depth = random.randrange(min_depth, max_depth + 1)
  expr = random_expr_with_required_var(depth, var, consts, ops)

  expr_str = str(expr)
  sample = var + "":"" + expr_str
  target = format_sympy_expr(
      sympy.integrate(expr_str, sympy.Symbol(var)), functions=functions)
  return sample, target","[""def"", ""generate"", ""calculus"", ""integrate"", ""sample"", ""("", ""vlist"", "","", ""ops"", "","", ""min"", ""depth"", "","", ""max"", ""depth"", "","", ""functions"", "")"", "":"", ""var"", ""index"", ""="", ""random"", ""."", ""randrange"", ""("", ""len"", ""("", ""vlist"", "")"", "")"", ""var"", ""="", ""vlist"", ""["", ""var"", ""index"", ""]"", ""consts"", ""="", ""vlist"", ""["", "":"", ""var"", ""index"", ""]"", ""+"", ""vlist"", ""["", ""var"", ""index"", ""+"", ""<"", ""num"", "">"", "":"", ""]"", ""depth"", ""="", ""random"", ""."", ""randrange"", ""("", ""min"", ""depth"", "","", ""max"", ""depth"", ""+"", ""<"", ""num"", "">"", "")"", ""expr"", ""="", ""random"", ""expr"", ""with"", ""required"", ""var"", ""("", ""depth"", "","", ""var"", "","", ""consts"", "","", ""ops"", "")"", ""expr"", ""str"", ""="", ""str"", ""("", ""expr"", "")"", ""sample"", ""="", ""var"", ""+"", ""<"", ""str"", "">"", ""+"", ""expr"", ""str"", ""target"", ""="", ""format"", ""sympy"", ""expr"", ""("", ""sympy"", ""."", ""integrate"", ""("", ""expr"", ""str"", "","", ""sympy"", ""."", ""symbol"", ""("", ""var"", "")"", "")"", "","", ""functions"", ""="", ""functions"", "")"", ""return"", ""sample"", "","", ""target""]"
219,"def _on_prop_changed(self, instance, meth_name, res, args, kwargs):
        
        if  not self._itsme and meth_name == ""__setitem__"": self.update_widget(args[0])
        return","[""def"", ""on"", ""prop"", ""changed"", ""("", ""self"", "","", ""instance"", "","", ""meth"", ""name"", "","", ""res"", "","", ""args"", "","", ""kwargs"", "")"", "":"", ""if"", ""not"", ""self"", ""."", ""itsme"", ""and"", ""meth"", ""name"", ""="", ""="", ""<"", ""str"", "">"", "":"", ""self"", ""."", ""update"", ""widget"", ""("", ""args"", ""["", ""<"", ""num"", "">"", ""]"", "")"", ""return""]"
220,"def p_scalar__indented_flow(self, p):
        
        scalar_group = .join(p[2])
        folded_scalar = fold(dedent(scalar_group))
        p[0] = ScalarDispatch(folded_scalar, cast=)","[""def"", ""p"", ""scalar"", ""indented"", ""flow"", ""("", ""self"", "","", ""p"", "")"", "":"", ""scalar"", ""group"", ""="", ""."", ""join"", ""("", ""p"", ""["", ""<"", ""num"", "">"", ""]"", "")"", ""folded"", ""scalar"", ""="", ""fold"", ""("", ""dedent"", ""("", ""scalar"", ""group"", "")"", "")"", ""p"", ""["", ""<"", ""num"", "">"", ""]"", ""="", ""scalar"", ""dispatch"", ""("", ""folded"", ""scalar"", "","", ""cast"", ""="", "")""]"
221,"def compat_serializer_check_is_valid(serializer):
    
    if DRFVLIST[0] >= 3:
        serializer.is_valid(raise_exception=True)
    else:
        if not serializer.is_valid():
            serializers.ValidationError()","[""def"", ""compat"", ""serializer"", ""check"", ""is"", ""valid"", ""("", ""serializer"", "")"", "":"", ""if"", ""drfvlist"", ""["", ""<"", ""num"", "">"", ""]"", "">"", ""="", ""<"", ""num"", "">"", "":"", ""serializer"", ""."", ""is"", ""valid"", ""("", ""raise"", ""exception"", ""="", ""true"", "")"", ""else"", "":"", ""if"", ""not"", ""serializer"", ""."", ""is"", ""valid"", ""("", "")"", "":"", ""serializers"", ""."", ""validation"", ""error"", ""("", "")""]"
222,"def object_url(self, object_t, object_id=None, relation=None, **kwargs):
        
        if object_t not in self.objects_types:
            raise TypeError(""{} is not a valid type"".format(object_t))
        request_items = (
            str(item) for item in [object_t, object_id, relation] if item is not None
        )
        request = ""/"".join(request_items)
        base_url = self.url(request)
        if self.access_token is not None:
            kwargs[""access_token""] = str(self.access_token)
        if kwargs:
            for key, value in kwargs.items():
                if not isinstance(value, str):
                    kwargs[key] = str(value)
            
            sorted_kwargs = SortedDict.from_dict(kwargs)
            result = ""{}?{}"".format(base_url, urlencode(sorted_kwargs))
        else:
            result = base_url
        return result","[""def"", ""object"", ""url"", ""("", ""self"", "","", ""object"", ""t"", "","", ""object"", ""id"", ""="", ""none"", "","", ""relation"", ""="", ""none"", "","", ""*"", ""*"", ""kwargs"", "")"", "":"", ""if"", ""object"", ""t"", ""not"", ""in"", ""self"", ""."", ""objects"", ""types"", "":"", ""raise"", ""type"", ""error"", ""("", ""<"", ""str"", "">"", ""."", ""format"", ""("", ""object"", ""t"", "")"", "")"", ""request"", ""items"", ""="", ""("", ""str"", ""("", ""item"", "")"", ""for"", ""item"", ""in"", ""["", ""object"", ""t"", "","", ""object"", ""id"", "","", ""relation"", ""]"", ""if"", ""item"", ""is"", ""not"", ""none"", "")"", ""request"", ""="", ""<"", ""str"", "">"", ""."", ""join"", ""("", ""request"", ""items"", "")"", ""base"", ""url"", ""="", ""self"", ""."", ""url"", ""("", ""request"", "")"", ""if"", ""self"", ""."", ""access"", ""token"", ""is"", ""not"", ""none"", "":"", ""kwargs"", ""["", ""<"", ""str"", "">"", ""]"", ""="", ""str"", ""("", ""self"", ""."", ""access"", ""token"", "")"", ""if"", ""kwargs"", "":"", ""for"", ""key"", "","", ""value"", ""in"", ""kwargs"", ""."", ""items"", ""("", "")"", "":"", ""if"", ""not"", ""isinstance"", ""("", ""value"", "","", ""str"", "")"", "":"", ""kwargs"", ""["", ""key"", ""]"", ""="", ""str"", ""("", ""value"", "")"", ""sorted"", ""kwargs"", ""="", ""sorted"", ""dict"", ""."", ""from"", ""dict"", ""("", ""kwargs"", "")"", ""result"", ""="", ""<"", ""str"", "">"", ""."", ""format"", ""("", ""base"", ""url"", "","", ""urlencode"", ""("", ""sorted"", ""kwargs"", "")"", "")"", ""else"", "":"", ""result"", ""="", ""base"", ""url"", ""return"", ""result""]"
223,"def _size_from_header(cls, header):
        

        
        result = []

        for data in header:
            

            
            result.append(header[data])

        
        return result","[""def"", ""size"", ""from"", ""header"", ""("", ""cls"", "","", ""header"", "")"", "":"", ""result"", ""="", ""["", ""]"", ""for"", ""data"", ""in"", ""header"", "":"", ""result"", ""."", ""append"", ""("", ""header"", ""["", ""data"", ""]"", "")"", ""return"", ""result""]"
224,"def getfnc_qual_ev(self):
        
        fnc_key = (
            self.nd_not2desc[(self._keep_nd, self._keep_not)],
            self.incexc2num[(
                self.include_evcodes is not None,
                self.exclude_evcodes is not None)],
        )
        return self.param2fnc[fnc_key]","[""def"", ""getfnc"", ""qual"", ""ev"", ""("", ""self"", "")"", "":"", ""fnc"", ""key"", ""="", ""("", ""self"", ""."", ""nd"", ""not"", ""2"", ""desc"", ""["", ""("", ""self"", ""."", ""keep"", ""nd"", "","", ""self"", ""."", ""keep"", ""not"", "")"", ""]"", "","", ""self"", ""."", ""incexc"", ""2"", ""num"", ""["", ""("", ""self"", ""."", ""include"", ""evcodes"", ""is"", ""not"", ""none"", "","", ""self"", ""."", ""exclude"", ""evcodes"", ""is"", ""not"", ""none"", "")"", ""]"", "","", "")"", ""return"", ""self"", ""."", ""param"", ""2"", ""fnc"", ""["", ""fnc"", ""key"", ""]""]"
225,"def unregister_filter(self, attr_name):
        
        if attr_name not in self._filter_registry:
            raise NotRegistered(
                 % attr_name
            )
        else:
            del self._filter_registry[attr_name]","[""def"", ""unregister"", ""filter"", ""("", ""self"", "","", ""attr"", ""name"", "")"", "":"", ""if"", ""attr"", ""name"", ""not"", ""in"", ""self"", ""."", ""filter"", ""registry"", "":"", ""raise"", ""not"", ""registered"", ""("", ""%"", ""attr"", ""name"", "")"", ""else"", "":"", ""del"", ""self"", ""."", ""filter"", ""registry"", ""["", ""attr"", ""name"", ""]""]"
226,"def find_results(project_id, **kwargs):
    
    try:
        kwargs[] = project_id
        res = _pybossa_req(, , params=kwargs)
        if type(res).__name__ == :
            return [Result(result) for result in res]
        else:
            return res
    except:  
        raise","[""def"", ""find"", ""results"", ""("", ""project"", ""id"", "","", ""*"", ""*"", ""kwargs"", "")"", "":"", ""try"", "":"", ""kwargs"", ""["", ""]"", ""="", ""project"", ""id"", ""res"", ""="", ""pybossa"", ""req"", ""("", "","", "","", ""params"", ""="", ""kwargs"", "")"", ""if"", ""type"", ""("", ""res"", "")"", ""."", ""name"", ""="", ""="", "":"", ""return"", ""["", ""result"", ""("", ""result"", "")"", ""for"", ""result"", ""in"", ""res"", ""]"", ""else"", "":"", ""return"", ""res"", ""except"", "":"", ""raise""]"
227,"def get_stp_mst_detail_output_cist_port_interface_name(self, **kwargs):
        
        config = ET.Element(""config"")
        get_stp_mst_detail = ET.Element(""get_stp_mst_detail"")
        config = get_stp_mst_detail
        output = ET.SubElement(get_stp_mst_detail, ""output"")
        cist = ET.SubElement(output, ""cist"")
        port = ET.SubElement(cist, ""port"")
        interface_name = ET.SubElement(port, ""interface-name"")
        interface_name.text = kwargs.pop()

        callback = kwargs.pop(, self._callback)
        return callback(config)","[""def"", ""get"", ""stp"", ""mst"", ""detail"", ""output"", ""cist"", ""port"", ""interface"", ""name"", ""("", ""self"", "","", ""*"", ""*"", ""kwargs"", "")"", "":"", ""config"", ""="", ""et"", ""."", ""element"", ""("", ""<"", ""str"", "">"", "")"", ""get"", ""stp"", ""mst"", ""detail"", ""="", ""et"", ""."", ""element"", ""("", ""<"", ""str"", "">"", "")"", ""config"", ""="", ""get"", ""stp"", ""mst"", ""detail"", ""output"", ""="", ""et"", ""."", ""sub"", ""element"", ""("", ""get"", ""stp"", ""mst"", ""detail"", "","", ""<"", ""str"", "">"", "")"", ""cist"", ""="", ""et"", ""."", ""sub"", ""element"", ""("", ""output"", "","", ""<"", ""str"", "">"", "")"", ""port"", ""="", ""et"", ""."", ""sub"", ""element"", ""("", ""cist"", "","", ""<"", ""str"", "">"", "")"", ""interface"", ""name"", ""="", ""et"", ""."", ""sub"", ""element"", ""("", ""port"", "","", ""<"", ""str"", "">"", "")"", ""interface"", ""name"", ""."", ""text"", ""="", ""kwargs"", ""."", ""pop"", ""("", "")"", ""callback"", ""="", ""kwargs"", ""."", ""pop"", ""("", "","", ""self"", ""."", ""callback"", "")"", ""return"", ""callback"", ""("", ""config"", "")""]"
228,"def show():
    
    utils.check_for_cloud_server()
    click.echo(""Using cloud server at \""{}\"""".format(
        config[""cloud_server""][""url""]
    ))
    if config[""cloud_server""][""username""]:
        click.echo(
            ""Logged in as user \""{}\"""".format(config[""cloud_server""][""username""])
        )
    if config[""cloud_server""][""farm_name""]:
        click.echo(
            ""Using farm \""{}\"""".format(config[""cloud_server""][""farm_name""])
        )","[""def"", ""show"", ""("", "")"", "":"", ""utils"", ""."", ""check"", ""for"", ""cloud"", ""server"", ""("", "")"", ""click"", ""."", ""echo"", ""("", ""<"", ""str"", "">"", ""{"", ""}"", ""<"", ""str"", "">"", ""."", ""format"", ""("", ""config"", ""["", ""<"", ""str"", "">"", ""]"", ""["", ""<"", ""str"", "">"", ""]"", "")"", "")"", ""if"", ""config"", ""["", ""<"", ""str"", "">"", ""]"", ""["", ""<"", ""str"", "">"", ""]"", "":"", ""click"", ""."", ""echo"", ""("", ""<"", ""str"", "">"", ""{"", ""}"", ""<"", ""str"", "">"", ""."", ""format"", ""("", ""config"", ""["", ""<"", ""str"", "">"", ""]"", ""["", ""<"", ""str"", "">"", ""]"", "")"", "")"", ""if"", ""config"", ""["", ""<"", ""str"", "">"", ""]"", ""["", ""<"", ""str"", "">"", ""]"", "":"", ""click"", ""."", ""echo"", ""("", ""<"", ""str"", "">"", ""{"", ""}"", ""<"", ""str"", "">"", ""."", ""format"", ""("", ""config"", ""["", ""<"", ""str"", "">"", ""]"", ""["", ""<"", ""str"", "">"", ""]"", "")"", "")""]"
229,"def create_refobj(self, ):
        
        n = cmds.createNode(""jb_reftrack"")
        cmds.lockNode(n, lock=True)
        return n","[""def"", ""create"", ""refobj"", ""("", ""self"", "","", "")"", "":"", ""n"", ""="", ""cmds"", ""."", ""create"", ""node"", ""("", ""<"", ""str"", "">"", "")"", ""cmds"", ""."", ""lock"", ""node"", ""("", ""n"", "","", ""lock"", ""="", ""true"", "")"", ""return"", ""n""]"
230,"def recurse(self, k, wait=False, wait_index=None, timeout=):
        
        k = k.lstrip()
        url = .format(self.endpoint, k)
        params = {}
        params[] = 
        if wait:
            params[] = timeout
            if not wait_index:
                params[] = self.index(k, recursive=True)
            else:
                params[] = wait_index
        r = requests.get(url, params=params)
        if r.status_code == 404:
            raise KeyDoesNotExist(""Key "" + k + "" does not exist"")
        if r.status_code != 200:
            raise KVStoreError(.format(r.status_code))
        entries = {} 
        for e in r.json():
            if e[]:
                entries[e[]] = base64.b64decode(e[])
            else:
                entries[e[]] = 
        return entries","[""def"", ""recurse"", ""("", ""self"", "","", ""k"", "","", ""wait"", ""="", ""false"", "","", ""wait"", ""index"", ""="", ""none"", "","", ""timeout"", ""="", "")"", "":"", ""k"", ""="", ""k"", ""."", ""lstrip"", ""("", "")"", ""url"", ""="", ""."", ""format"", ""("", ""self"", ""."", ""endpoint"", "","", ""k"", "")"", ""params"", ""="", ""{"", ""}"", ""params"", ""["", ""]"", ""="", ""if"", ""wait"", "":"", ""params"", ""["", ""]"", ""="", ""timeout"", ""if"", ""not"", ""wait"", ""index"", "":"", ""params"", ""["", ""]"", ""="", ""self"", ""."", ""index"", ""("", ""k"", "","", ""recursive"", ""="", ""true"", "")"", ""else"", "":"", ""params"", ""["", ""]"", ""="", ""wait"", ""index"", ""r"", ""="", ""requests"", ""."", ""get"", ""("", ""url"", "","", ""params"", ""="", ""params"", "")"", ""if"", ""r"", ""."", ""status"", ""code"", ""="", ""="", ""<"", ""num"", "">"", "":"", ""raise"", ""key"", ""does"", ""not"", ""exist"", ""("", ""<"", ""str"", "">"", ""+"", ""k"", ""+"", ""<"", ""str"", "">"", "")"", ""if"", ""r"", ""."", ""status"", ""code"", ""!"", ""="", ""<"", ""num"", "">"", "":"", ""raise"", ""kv"", ""store"", ""error"", ""("", ""."", ""format"", ""("", ""r"", ""."", ""status"", ""code"", "")"", "")"", ""entries"", ""="", ""{"", ""}"", ""for"", ""e"", ""in"", ""r"", ""."", ""json"", ""("", "")"", "":"", ""if"", ""e"", ""["", ""]"", "":"", ""entries"", ""["", ""e"", ""["", ""]"", ""]"", ""="", ""base"", ""64"", ""."", ""b"", ""64"", ""decode"", ""("", ""e"", ""["", ""]"", "")"", ""else"", "":"", ""entries"", ""["", ""e"", ""["", ""]"", ""]"", ""="", ""return"", ""entries""]"
231,"def main():
    
    from six import StringIO
    import eppy.iddv7 as iddv7
    IDF.setiddname(StringIO(iddv7.iddtxt))
    idf1 = IDF(StringIO())
    loopname = ""p_loop""
    sloop = [, [, , ], ]
    dloop = [, [, , ], ]
    
    loopname = ""c_loop""
    sloop = [, [, , ], ]
    dloop = [, [, , ], ]
    
    loopname = ""a_loop""
    sloop = [, [, , ], ]
    dloop = [, , ]
    makeairloop(idf1, loopname, sloop, dloop)
    idf1.savecopy(""hh1.idf"")","[""def"", ""main"", ""("", "")"", "":"", ""from"", ""six"", ""import"", ""string"", ""io"", ""import"", ""eppy"", ""."", ""iddv"", ""7"", ""as"", ""iddv"", ""7"", ""idf"", ""."", ""setiddname"", ""("", ""string"", ""io"", ""("", ""iddv"", ""7"", ""."", ""iddtxt"", "")"", "")"", ""idf"", ""1"", ""="", ""idf"", ""("", ""string"", ""io"", ""("", "")"", "")"", ""loopname"", ""="", ""<"", ""str"", "">"", ""sloop"", ""="", ""["", "","", ""["", "","", "","", ""]"", "","", ""]"", ""dloop"", ""="", ""["", "","", ""["", "","", "","", ""]"", "","", ""]"", ""loopname"", ""="", ""<"", ""str"", "">"", ""sloop"", ""="", ""["", "","", ""["", "","", "","", ""]"", "","", ""]"", ""dloop"", ""="", ""["", "","", ""["", "","", "","", ""]"", "","", ""]"", ""loopname"", ""="", ""<"", ""str"", "">"", ""sloop"", ""="", ""["", "","", ""["", "","", "","", ""]"", "","", ""]"", ""dloop"", ""="", ""["", "","", "","", ""]"", ""makeairloop"", ""("", ""idf"", ""1"", "","", ""loopname"", "","", ""sloop"", "","", ""dloop"", "")"", ""idf"", ""1"", ""."", ""savecopy"", ""("", ""<"", ""str"", "">"", "")""]"
232,"def type(self, type):
        
        if type is None:
            raise ValueError(""Invalid value for `type`, must not be `None`"")
        allowed_values = [""reservation"", ""reservation_release"", ""reservation_termination"", ""package_renewal"", ""package_creation"", ""package_termination""]
        if type not in allowed_values:
            raise ValueError(
                ""Invalid value for `type` ({0}), must be one of {1}""
                .format(type, allowed_values)
            )

        self._type = type","[""def"", ""type"", ""("", ""self"", "","", ""type"", "")"", "":"", ""if"", ""type"", ""is"", ""none"", "":"", ""raise"", ""value"", ""error"", ""("", ""<"", ""str"", "">"", "")"", ""allowed"", ""values"", ""="", ""["", ""<"", ""str"", "">"", "","", ""<"", ""str"", "">"", "","", ""<"", ""str"", "">"", "","", ""<"", ""str"", "">"", "","", ""<"", ""str"", "">"", "","", ""<"", ""str"", "">"", ""]"", ""if"", ""type"", ""not"", ""in"", ""allowed"", ""values"", "":"", ""raise"", ""value"", ""error"", ""("", ""<"", ""str"", "">"", ""."", ""format"", ""("", ""type"", "","", ""allowed"", ""values"", "")"", "")"", ""self"", ""."", ""type"", ""="", ""type""]"
